X,Y,Depression_prevelence,PopulationDensity,PopulationFemale,Population65,NoHealthInsurance,Neighbor_Disadvantage,Beer,MentalHealthPati,Generalhosptials,NatureParks,Casinos,DrinkingPlaces,X.HouseRent
-79.769538,34.191143,20,1976.22,55.28,21.76,30.16,0.732087975,3.180272,2.045256,43.319597,287.693737,0.445635,10.051682,72.77
-79.79608,34.190756,20.79999924,2427.426,54.67,12.91,10.35,0.058496248,2.196863,1.513825,19.960607,14.781206,0.039779,6.942898,63.06
-79.790493,34.179747,18.5,1556.848,54.14,18.58,5.51,-0.991652239,1.235875,2.402776,27.615796,24.216812,0.262589,12.795024,25.87
-79.801561,34.168275,19.89999962,2496.329,55.85,21.96,3.56,-0.079682229,1.534607,0.568363,21.987747,13.225988,0.143505,3.615716,35.22
-79.780431,34.156876,19.20000076,2430.976,52.96,19.11,4.74,-0.098272767,2.558161,2.084134,32.266731,14.381693,0.175126,7.00904,25.11
-79.903426,34.15641,19,329.3777,52.62,13.84,5.61,0.102620481,1.326129,0.962674,19.883526,13.866101,0.198868,4.501133,13.62
-79.840197,34.131789,19.60000038,303.7635,54.46,17.81,11.98,-0.118619328,2.437941,0.984108,35.733367,14.484118,0.34276,6.139397,21.69
-79.782387,34.089759,20.79999924,222.7286,61.52,16.83,8.52,-0.282345328,3.140716,1.628362,33.283878,12.344771,0.119249,2.503035,18.24
-79.836626,34.064592,21,104.7737,54.96,12.35,5.97,0.114799919,1.392409,0.452253,19.025056,10.998121,0.486197,2.823327,15.7
-79.728096,34.128467,20.60000038,571.6008,51.03,12.85,20.71,0.201921269,2.062641,1.411958,31.61905,11.654121,0.134845,2.365895,42.62
-79.673426,34.051681,20.70000076,81.79942,50.43,20.15,16.82,-0.014815495,2.381371,1.33527,29.863119,27.720116,0.133455,3.937325,13.55
-79.581359,34.09396,20.70000076,39.48419,49.69,23.07,14.02,0.149398085,2.26105,0.871264,32.39577,8.061121,0.174044,3.59836,18.25
-79.580173,33.939103,21.29999924,45.97276,54.14,17.86,11.09,0.649702788,1.434419,1.155117,24.829087,8.728839,0.144469,1.866447,27.22
-79.471852,33.842534,21.70000076,68.52037,50.65,13.28,8.8,0.64720033,1.560237,0.400489,27.122041,9.939896,0.153129,2.915586,31.5
-79.672344,33.875561,22.10000038,73.20532,52.09,17.43,9.74,0.449412834,2.030568,0.365363,27.740571,17.586432,0.37477,1.908757,38.32
-79.788491,33.866986,18.5,388.0053,50.54,11.03,7.82,0.334406777,2.385604,0.182911,14.594848,13.202825,0.058386,1.636043,51.32
-79.716024,33.840127,18.70000076,226.6419,61.89,19.46,9.84,0.807271592,3.782416,0.423527,19.873631,21.92818,0.15011,1.739455,42.34
-79.745297,33.978834,22.70000076,66.8618,50.08,19.5,17.71,0.263111591,1.405492,0.490972,31.105709,15.355437,0.195313,2.567784,21.47
-79.876618,33.933251,22.60000038,56.88301,54.62,17.36,13.94,0.481401519,1.138821,0.385019,22.408808,11.83838,0.292442,1.743451,28.64
-79.944411,34.05662,20.79999924,57.05907,56.41,14.35,13.02,0.154459354,1.294909,0.542531,21.928013,9.556068,0.235659,3.015289,31.41
-79.91353,34.091344,19.89999962,127.2048,48.41,16.7,12.75,0.839117883,0.892024,0.344063,15.435041,8.780243,0.146113,1.246313,38.55
-79.336221,33.671608,22.60000038,46.24396,53.64,17.1,9.97,0.736202718,1.539023,0.131872,18.531572,5.89781,0.092302,1.191933,13.31
-79.485699,33.406445,21.70000076,113.1581,53.69,16.79,13.56,0.747504985,1.66363,0.095419,18.606628,17.826538,0.109615,1.435818,29.96
-79.475617,33.505202,22.5,52.31755,50.93,16.08,11.32,0.260647441,1.808031,0.031813,22.509835,13.265294,0.404595,2.034324,21.78
-79.367886,33.466754,19.39999962,60.89924,56.41,20.37,6.91,0.54937728,1.867377,0.282311,19.482286,28.114866,0.119167,1.953984,23.64
-79.272587,33.390417,18.39999962,479.7215,50.98,24.14,12.07,-0.498011007,4.418635,0.053965,30.285225,32.639717,0.150378,4.24258,32.78
-79.22637,33.556352,18.60000038,14.4769,58.2,22.33,3.84,0.622443344,2.130346,0.079894,17.088132,9.017284,0.193318,1.698511,6.93
-79.043367,33.560452,20.29999924,952.7838,51.54,34.86,6.57,-0.557902504,4.166066,1.611397,27.813577,37.890542,0.36146,8.853517,21.43
-79.07808,33.525963,20,267.6411,51.53,31.36,11.81,-0.356104776,4.020056,1.186841,25.205938,34.958307,0.488591,6.731018,12.33
-79.123812,33.479282,18.79999924,695.0226,51.97,41.25,18.48,-0.243339119,7.442165,0.648762,14.647081,21.257172,0.324145,6.047828,25.4
-79.187917,33.41839,18.79999924,476.4288,47.95,31.93,10.72,-0.506488345,10.96066,0.505948,13.814787,19.181134,0.25973,6.052999,18.17
-79.200764,33.336035,17.70000076,92.3449,50.24,43.83,3.22,-0.974841486,8.745174,0.618198,12.420368,20.687304,0.295372,7.566615,10.93
-79.330082,33.393698,20.89999962,289.7878,56.6,18.56,8.79,0.799557862,1.713298,0.203069,15.738395,11.161882,0.137766,0.97103,31.89
-79.327036,33.319204,20.10000038,171.4139,51.08,24.04,10.58,0.254948728,2.656442,0.274635,19.70281,15.514711,0.194616,2.09827,38.92
-82.38915,34.85664,18.20000076,4116.256,31.14,6.78,5.27,-0.441245303,0.897809,1.150082,11.153366,14.17225,0.113619,5.703771,43.68
-82.396893,34.848372,19,2876.202,50.7,19.65,8.58,-0.682221134,3.800094,2.034148,20.479922,31.264119,0.585508,22.33832,64.96
-82.400226,34.837964,17.29999924,2689.435,50.82,14.89,10.97,-0.522279393,1.111738,1.140184,22.683297,17.637096,0.444667,14.120693,45.49
-82.411533,34.837687,17,3517.593,50.7,24.06,9.06,0.38381066,1.205302,0.809222,16.501087,15.054311,0.117331,5.193148,62.33
-82.412977,34.849799,16.89999962,2593.948,41.35,11.05,18.51,1.019770039,2.765191,3.912043,21.532686,36.567236,0.261405,16.799011,77.7
-82.426986,34.84939,19.70000076,3931.25,49.67,9.62,20.62,1.414583187,1.344255,1.552931,8.061344,13.540136,0.122987,3.631314,62.07
-82.409838,34.860708,18.29999924,3032.763,51.22,15.51,7.94,0.753624341,1.405416,0.892907,17.316316,14.432319,0.269738,8.825289,62.25
-82.40025,34.860652,19.70000076,3828.959,43.5,11.9,4.59,-0.332685898,1.157002,1.470401,12.948195,17.566854,0.301329,10.555904,48.72
-82.378895,34.878558,18.70000076,2352.364,51.83,15.76,5.05,-0.90281514,1.265576,1.062211,11.668545,13.20674,0.254589,8.390078,21.59
-82.392536,34.869328,18.60000038,3764.106,51.02,8.68,5.63,-0.608680815,2.358118,1.044637,9.696262,22.634814,0.415914,13.156898,22.49
-82.364727,34.870968,23.10000038,5353.062,56.36,6.3,10.58,-0.621699424,0.247929,0.564803,2.45644,9.134024,0.067265,3.071633,43.42
-82.367906,34.858681,19.20000076,3008.474,47.26,8.35,10.45,-0.381059708,0.908061,3.584564,8.643819,10.858252,0.128059,5.0381,61.63
-82.377259,34.86316,19.79999924,2644.913,50.52,9.59,21.06,-0.052811731,1.165907,2.129538,12.034303,21.746957,0.237048,5.650052,51.2
-82.360662,34.834408,18.79999924,2289.092,47.43,11.35,10.74,-0.605398007,0.714054,0.879127,10.372406,14.394622,0.172834,6.163024,31.88
-82.378024,34.819664,18.29999924,2496.201,53.74,17.58,4.64,-0.346299777,0.984464,1.512876,18.831218,17.45541,0.166313,9.323936,30.68
-82.397079,34.819219,18,3517.485,55.44,15.39,5.63,-0.891842181,1.045235,1.671857,15.788464,16.713783,0.150239,8.878693,11.56
-82.383771,34.802852,19,2567.006,54.46,15.31,14.26,0.72372399,1.60269,0.915878,14.753485,14.570874,0.168129,4.648009,60.37
-82.361455,34.907332,20.89999962,1629.37,54.21,18.33,12.04,-0.132317857,0.592789,0.631304,11.410847,14.95682,0.151586,5.939817,24.44
-82.351158,34.896126,20.70000076,1740.59,50.64,15.49,21.04,0.038706295,1.349574,0.856253,10.295519,10.350284,0.091927,5.436932,55.17
-82.325118,34.900678,20.89999962,3198.23,50.31,13.41,25.21,-0.021007887,1.512967,0.764116,7.952306,7.101448,0.105878,4.12848,50.77
-82.316149,34.886606,19.20000076,2728.046,52.58,17.43,7.92,-0.380710713,4.104562,1.453676,11.943395,16.546405,0.250219,8.11928,22.68
-82.343476,34.881218,18.20000076,2006.036,50.9,21.73,10.86,-0.338919508,1.698901,1.161063,8.703295,16.841416,0.080788,6.537208,21.6
-82.314707,34.872978,18.79999924,2726.006,53.88,20.79,10.65,-0.467333033,3.289342,1.16339,9.476182,23.014317,0.183217,5.178569,41.9
-82.328712,34.844933,20.10000038,1785.65,48.73,10.06,12.36,-0.573085371,2.360415,3.767345,14.000858,18.710698,0.299973,8.211316,98.61
-82.339233,34.867157,20.10000038,4591.893,54.85,13.44,15.47,-0.292081616,1.404845,1.091627,11.549549,10.913477,0.337553,6.058438,65.26
-82.348103,34.861727,19.10000038,5752.855,47.95,9.32,16.37,-0.308083146,1.105094,0.820867,12.795402,11.690137,0.215217,4.404293,74.7
-82.342973,34.821055,17.10000038,1346.722,53.23,18.74,3.72,-0.559151189,1.121414,2.068848,15.392479,47.369561,0.208683,10.497458,26.26
-82.395303,34.787716,18.79999924,2164.491,55.36,11.73,12.61,1.176360138,1.580756,1.133223,10.772259,10.619478,0,3.407895,42.76
-82.406286,34.769817,21.60000038,1259.304,53.56,12.48,20.02,1.515926285,1.990397,0.332628,9.312682,9.947408,0.084211,2.858572,56.1
-82.372805,34.782979,19.20000076,1653.979,54.38,12.45,15.96,0.368609221,1.686559,0.853041,10.599927,10.972399,0.069238,3.250212,46.06
-82.408822,34.805562,17.60000038,1091.795,54.53,22.9,6.48,0.075470809,1.41418,1.988229,53.408905,68.187664,0.060691,9.890693,23.01
-82.440063,34.841312,21.5,3674.72,55.98,13.3,19.98,0.974720191,1.214797,0.293247,6.308408,9.303063,0.112112,0.767042,58.7
-82.426209,34.83883,20.39999962,3122.685,49.83,10.03,15.8,0.7199698,1.475334,1.461872,14.329613,12.042958,0.046621,3.086698,60.28
-82.437916,34.827414,22.89999962,3090.067,54.27,13.37,27.94,1.319275864,3.035727,1.068146,12.120785,13.519119,0.06598,3.114295,54.8
-82.428198,34.815451,21.10000038,1769.547,52.87,21.47,14.57,0.368046634,1.616531,0.872297,18.579944,10.915068,0,3.078548,47.4
-82.416116,34.829032,19.89999962,2893.617,52.65,16.23,16.1,0.735722129,1.046751,0.743616,21.353172,15.962458,0.147078,7.969519,50
-82.433305,34.867953,23.5,3230.895,47.19,10.06,31.92,0.683824636,1.932795,0.342977,9.650016,11.277239,0.035997,2.144613,59.62
-82.441168,34.854646,23.70000076,2056.085,51.59,14.61,23.78,1.237761775,1.225261,0.838626,13.46667,28.882025,0.037962,2.586501,51.4
-82.425867,34.894229,21.89999962,2145.394,52.26,14.3,22.83,0.002672957,0.826259,0.675071,7.26971,10.110589,0.109432,2.759847,49.87
-82.417258,34.881181,22.89999962,4172.544,49.71,9.46,30.44,0.544468214,0.674365,0.331064,9.083048,11.367674,0.169675,2.889031,63.33
-82.411167,34.872713,23.10000038,2119.595,51.51,12.4,24.6,1.033851138,0.885483,0.44037,9.958499,14.559196,0,3.112556,77.44
-82.393238,34.88798,19,1360.327,54.84,16.21,23.26,0.327716869,1.343604,1.331935,12.852597,35.947788,0.219296,5.580591,60.69
-82.26263,35.010572,21.89999962,456.0356,50.08,17,14.17,-0.374911932,4.053766,1.260919,15.9918,18.061979,0.216034,5.494975,17.38
-82.282688,35.065052,22.10000038,167.0371,50.19,17.66,8.65,-0.355801396,2.641202,0.894196,11.259533,16.441346,0.167464,4.735619,18.2
-82.297098,35.138805,20.5,57.51281,50.69,31.82,10.17,-0.640571816,1.770126,0.628534,13.896456,17.753493,0.271919,5.262839,7.19
-82.243242,34.907493,19.70000076,1322.451,48.21,13.89,12.79,-0.418224602,2.422059,1.144776,13.754018,18.814473,0.234712,6.971472,26.82
-82.234155,34.944159,20.39999962,1974.661,51.49,12.66,20.57,-0.096333341,1.944636,1.134514,10.215591,24.425224,0.516937,6.315588,47.76
-82.23495,34.933987,21.89999962,2604.52,49.24,18.27,26.8,1.191152445,1.078907,0.98003,9.741954,13.064081,0.070483,2.387013,60.19
-82.266799,34.957234,19.70000076,883.7008,52.83,20.86,8.06,-0.797678095,1.962747,1.334599,13.439871,17.470477,0.32837,5.357785,10.53
-82.239308,34.964986,21.79999924,1454.628,51.15,21.17,6.07,-0.118355758,1.620915,0.719834,9.919311,14.210938,0.102435,4.168192,30.94
-82.307551,34.906603,20.29999924,2838.449,53.94,16.56,11.75,-0.096927147,1.365083,0.916255,10.087113,10.121387,0.119652,5.771804,27.05
-82.286802,34.917242,20,1481.001,50.09,14.59,9.56,0.368658804,1.822438,0.798365,12.660302,15.66736,0.125665,5.310171,26.76
-82.312445,34.98878,20.79999924,591.5082,51.07,18.71,3.93,-0.756368438,1.721417,2.099502,16.001608,22.431977,0.381404,5.787877,13.06
-82.263618,34.894467,18.89999962,2327.475,50.35,13.32,6.3,-0.765072501,2.130342,1.477538,17.433095,44.704942,0.250175,7.306964,10.47
-82.273045,34.880883,18.5,3173.893,48.09,18.76,2.6,-0.794812777,1.79138,2.053277,14.583463,20.993538,0.190751,7.605347,29.58
-82.31825,34.931782,19.89999962,1990.027,52.36,11.78,10.7,-0.374941927,1.236632,1.264265,11.585059,51.725692,0.147618,4.817985,28.74
-82.314206,34.954486,20.10000038,810.4944,51.04,15.46,9.15,-0.437443326,1.024988,1.273501,12.026701,12.240052,0.18981,4.589012,20.02
-82.391609,34.94041,19.60000038,370.754,54.59,23.88,4.17,-0.693159076,2.205476,1.350283,14.338826,23.047855,0.335305,8.170036,14.19
-82.345665,34.942155,20,1174.002,53.16,19.04,8.4,-0.635063442,1.063365,1.313688,11.038582,15.770033,0.183775,7.474788,15.48
-82.281309,34.869491,18,2781.448,49.96,17.71,4.53,-0.777986477,1.894239,0.875064,11.942623,15.582177,0.222615,7.337001,42.07
-82.308901,34.861806,17.29999924,1914.794,54.77,30.51,4.09,-0.679404203,2.406607,2.166263,12.140946,37.009192,0.527553,8.192242,0.85
-82.294745,34.848327,18.70000076,1401.913,52.71,20.73,6.82,-0.52071943,1.433217,1.516253,10.142723,15.440277,0.46143,6.08974,37.54
-82.261538,34.84261,17.20000076,1193.593,53.16,23.76,7.08,-0.779155925,1.693974,0.893823,8.694045,17.172156,0.217454,5.515191,55.08
-82.303842,34.808982,18.79999924,1958.615,53.34,11.54,7.71,-0.598579009,2.408069,1.480886,16.099802,17.52576,0.380621,7.258824,44.94
-82.270791,34.803363,18.89999962,1906.542,53.51,15.86,6.45,-0.683076056,2.598309,1.773896,15.288044,21.305205,0.233573,6.876981,9.74
-82.239393,34.829131,18,1445.253,50.93,13.47,4.1,-0.864728908,2.030981,1.800814,19.99534,22.812055,0.29136,9.447318,3.82
-82.214794,34.828125,18.70000076,1492.077,50.17,10.77,3.16,-0.590390615,2.257246,1.918802,16.249642,21.427328,0.275635,9.375275,5.95
-82.242559,34.80179,19.10000038,2400.725,50.73,12.46,3.07,-0.817041831,2.250506,1.753122,13.530642,22.113795,0.462193,8.130638,2.62
-82.190906,34.801799,19.5,1936.02,48.11,7.98,3.24,-0.556120729,2.761962,2.041195,13.956698,22.551172,0.382982,8.051386,16.25
-82.346359,34.781785,20.29999924,1137.367,58.12,7.86,12.52,0.376203722,0.960414,0.908035,11.141117,15.732283,0.201853,3.237199,48.13
-82.293117,34.778717,20.10000038,2105.776,54.09,16.53,14.41,-0.137672539,1.271668,0.898728,13.898627,25.106898,0.067393,4.408541,34.97
-82.326581,34.776319,18.89999962,1492.498,53.13,18.46,4.84,-0.442417487,1.017469,0.742561,14.018458,17.91216,0.32533,4.571403,28.81
-82.313844,34.754959,18.70000076,1584.541,52.49,13.94,0.94,-0.427567316,1.397795,1.515536,18.165203,17.975922,0.091357,6.598694,13.58
-82.263206,34.737271,19.79999924,940.6215,52.48,16.03,16.08,-0.260717344,1.611185,0.44785,11.929401,11.958259,0.235721,3.772427,32.89
-82.242813,34.78055,19.29999924,1757.301,49.5,15.15,5.46,-0.816802053,2.6718,1.236525,14.998456,20.3734,0.354739,8.51658,7.07
-82.191039,34.759007,19.5,573.5915,53.84,13.71,4.12,-0.780465885,2.362689,1.282383,16.313433,24.537339,0.395822,9.68014,9.36
-82.248405,34.756543,19,1581.005,49.38,13.02,6.64,-0.719432965,1.587418,2.192348,21.040573,38.613423,0.21068,8.58539,9.5
-82.234367,34.727604,19.29999924,1526.731,51.67,20.72,7.43,-0.261701806,1.094211,1.204241,20.630149,20.946743,0.337703,7.857657,11.94
-82.272738,34.725523,20,3712.835,49.85,12.97,7.97,-0.606671684,3.732311,1.085305,15.53056,19.444803,0.127183,4.84591,26.93
-82.261178,34.702379,20,2055.098,52.77,11.17,6.39,-0.482689784,1.19021,0.787906,12.578533,13.821352,0.458658,4.87477,27.31
-82.300217,34.735279,19.70000076,1239.576,52.34,16.76,7.61,-0.655154662,4.408165,1.194028,17.187469,18.627828,0.234183,7.385382,9.78
-82.287427,34.688411,19.39999962,1238.398,49.51,11.04,3.57,-0.913076281,3.561973,1.920083,16.821474,27.789965,0.292407,10.000308,9.25
-82.205815,34.706013,20.20000076,1253.281,49.54,12.4,15.12,0.137029093,0.996615,1.00374,13.019899,15.574496,0.167139,4.590321,30.31
-82.238098,34.665276,21.20000076,238.8863,50.35,9.74,10.71,-0.763264418,2.285458,0.901827,19.842892,26.017438,0.056823,7.75712,7.86
-82.260108,34.614837,22,129.3945,52.35,14.77,9.01,-0.311163868,2.568681,0.506719,14.835267,23.354265,0.273615,6.125651,9.47
-82.353279,34.631271,20.79999924,172.3704,42.49,14.19,12.21,0.108025819,1.206868,0.957735,21.460682,14.030023,0.319505,3.664534,11.72
-82.330371,34.553905,21.39999962,60.06389,50.37,22.79,9.32,-0.35076389,1.015958,1.604843,22.269494,15.774341,0.088743,4.191983,13.14
-82.442428,34.682696,22.39999962,422.9048,50.59,14.17,8.05,0.131757659,0.957089,0.643373,15.527742,11.327091,0.189705,4.628464,28.8
-82.394803,34.697419,20.79999924,272.7213,52.56,13.24,8.63,0.098226557,1.539672,0.975013,16.695442,13.65434,0.103507,4.721947,26.06
-82.335847,34.704648,19.79999924,573.2181,53.25,13.61,6.23,0.125836751,2.16892,1.35405,20.175457,15.838868,0.351574,4.911175,11.65
-82.373689,34.750215,20.89999962,151.2283,46.75,21.03,22.6,0.81453364,4.266137,2.690092,19.405681,24.102793,0.199003,4.239755,47.44
-82.433431,34.762522,21,377.8821,53.37,13.04,13.93,0.261333586,2.317313,0.473106,19.694796,14.544591,0.288941,6.219338,53.32
-82.463487,34.825185,21.10000038,1057.629,54.64,15.17,12.41,0.29103689,1.396748,1.472973,13.528033,11.40207,0.06044,2.319203,44.09
-82.444708,34.797576,20,885.2401,50.95,18.25,19.96,0.94131289,2.222006,1.426522,9.492683,14.465119,0,2.690051,46.09
-82.482209,34.910311,21.39999962,540.5687,52.11,16.73,11.81,0.049959149,1.192576,1.32749,13.813573,17.473785,0.167321,4.457133,22.98
-82.452467,34.868385,20.39999962,3830.969,44.2,11.71,37.29,0.745604841,1.356875,0.477593,10.144188,7.776141,0.07927,1.553114,52.1
-82.470714,34.853281,22.39999962,742.5845,49.84,14.28,22.7,0.140219866,2.374875,1.336093,16.707846,9.956961,0.046709,4.73034,44.66
-82.454979,34.882064,21,2074.872,55.15,16.37,24.76,0.828395838,1.252992,0.550474,10.525246,8.533018,0.075176,2.273787,45.5
-82.455077,34.897495,20.10000038,2292.152,57.38,21.15,16.87,0.317522175,1.48005,0.780249,13.811264,12.675302,0.106136,3.070649,40.22
-82.445884,34.926269,21.20000076,1436,52.34,18.55,7.12,-0.582155452,1.008023,1.144944,10.29638,16.537926,0.14935,7.913771,19.65
-82.413322,34.919043,20.20000076,884.6074,54.41,18.53,8.27,0.264982742,1.313729,0.857361,13.796251,16.253593,0.151277,7.934971,42.06
-82.388234,34.990308,21.10000038,291.8752,53.06,19.19,7.27,-0.358024241,0.900723,0.64358,14.418762,15.623244,0.091074,6.031785,13.8
-82.483806,34.98861,22.89999962,237.8292,50.63,14.34,18,-0.12271903,0.944772,0.631503,12.972128,15.31933,0.461886,4.451659,17.22
-82.443891,34.985085,22.29999924,549.1223,54.06,17.48,11.31,-0.153681254,1.143768,0.875784,14.830451,31.547155,0.332201,6.125111,28.88
-82.372428,35.036026,22.20000076,224.266,51.7,20.1,14.89,-0.386943922,1.432595,0.888067,9.826136,16.079793,0.143884,4.634077,14.23
-82.438367,35.119165,22.5,80.27647,46.58,17.43,12.64,-0.261945194,1.139357,0.576302,8.393494,13.61997,0.1856,4.592302,11.18
-82.509073,35.033483,23.60000038,201.3205,53.83,17.01,10.31,0.154644601,1.66141,0.364915,14.808488,16.232448,0.073879,1.89561,25.83
-82.389694,34.835027,17.10000038,2437.796,53.49,18.73,12.3,-0.850847326,1.841853,2.551882,28.98248,22.32566,0.197009,12.416504,16.24
-82.375416,34.841309,17.70000076,3030.459,57.48,17.39,16.34,0.714677382,1.181251,0.784344,15.483777,20.375743,0.076814,4.877394,62.65
-82.353732,34.848275,19.89999962,963.5669,56.36,12.53,15.57,0.421044311,1.848183,2.36354,10.516305,18.846807,0.284986,5.994143,67.18
-82.185085,34.307544,21.60000038,103.2732,53.13,20.97,9.34,-0.16784183,2.186764,0.210615,12.023828,8.657561,0.155946,2.254636,13.64
-82.263876,34.319871,23.29999924,98.90295,53.2,17.59,16.41,0.361350673,2.013813,0.306412,10.235861,4.523866,0.095031,1.293953,35.97
-82.12609,34.262948,23.39999962,195.2785,52.96,20.86,7.64,-0.482749306,2.424068,0.226968,7.556907,6.061737,0.089527,1.511768,25.14
-82.159515,34.225709,21.5,1841.804,50.78,15.95,11.37,-0.046138341,1.761127,0.888528,9.491596,14.311268,0.209118,2.26073,40.92
-82.180742,34.223209,21.89999962,1327.891,54.19,16.49,8.66,-0.300996521,2.505398,0.492775,9.289172,12.432349,0.248133,2.480517,28.95
-82.213507,34.211251,20.89999962,577.3555,58.17,18.69,6.49,-0.195649601,3.08645,0.447265,12.892615,9.714465,0.257467,3.105663,27.79
-82.201751,34.16987,20.70000076,420.144,55.2,21.98,8.78,0.006712336,2.265702,0.574237,11.671156,11.702426,0.104753,2.615732,29.09
-82.147554,34.196024,20.89999962,3104.803,55.07,12.63,21.98,2.009298864,2.040545,0.236653,4.340417,3.213118,0.058979,0.665839,66.17
-82.090535,34.188078,22.70000076,248.7838,53.83,18.56,16.63,0.966287019,2.002265,0.172716,8.124685,5.635261,0.066052,1.241716,39.39
-81.954604,34.17117,21.70000076,75.31217,52.93,34.11,5.29,-0.412434212,2.672701,0.064896,8.19778,5.822009,0.110348,1.660838,20.97
-82.023617,34.164961,22.79999924,112.1791,57.14,15.93,10.27,0.397553407,1.585677,0.445608,7.215416,5.122377,0.065014,1.483595,38.87
-82.171238,34.125945,22.5,289.466,51.73,15.22,14.62,0.656015,1.341603,0.330535,7.747289,5.048186,0.170518,0.742537,46.82
-82.215377,34.040912,22.70000076,24.71355,45.99,18.44,7.28,0.213844449,1.939037,0.575936,15.699417,6.245898,0.046636,1.860795,21.06
-82.033269,34.050421,24.5,21.05499,49.15,17.28,7.55,0.207105403,3.364117,0.282256,12.059157,7.83008,0.120804,1.092427,22.26
-81.136694,32.940125,21.60000038,33.4842,49.67,22.22,9.32,-0.311179762,1.414343,0.087899,29.578008,15.356708,0.398958,3.5974,20.46
-81.022009,32.853042,21.39999962,61.20569,50.8,18.51,13.87,0.041245895,0.744481,0.161137,17.720162,19.570302,0.153606,1.710208,32.27
-80.916288,32.721197,19.79999924,26.07754,52.84,20.04,8.76,0.064919326,1.428456,0.112274,17.442225,12.079589,0.103435,3.113286,12.13
-81.211032,32.780005,20,39.62573,43.41,15.72,7.55,0.873069078,2.324619,0.141935,10.951698,7.046333,0.05704,1.122045,26.63
-81.272607,32.653262,19.39999962,13.79658,48.22,16.13,9.79,0.549760673,3.154978,0.171671,12.811603,5.678963,0.181874,1.52029,12.37
-79.09018,34.171773,22.39999962,21.506,50.78,20.77,11.14,0.163768238,3.561204,0.623908,19.470942,7.378962,0.039822,1.939698,20.16
-78.941748,34.123754,23,57.22076,51.46,17.46,11.84,0.582136126,1.969176,0.951319,20.964028,9.113994,0.293503,3.45226,37.88
-78.839317,34.049367,21.70000076,172.4289,49.74,22.81,18.25,0.514792356,3.018395,1.103058,22.55745,9.034173,0.484723,4.173154,29.47
-78.95831,34.015402,25,89.09887,54.83,16.67,20.49,0.295665231,3.07109,0.898186,25.971249,15.314117,0.482563,4.152682,30.04
-78.791629,33.996613,20.79999924,44.62337,56.83,10.9,18.46,0.159894547,1.912054,2.371418,15.543276,10.009997,0.377962,7.578053,19.94
-78.813424,33.921091,22.60000038,80.00285,50.15,22.14,20.34,-0.377870285,4.984022,2.572473,22.542831,22.625308,1.177718,6.733461,25.96
-78.724468,33.958688,21,129.6439,57.44,32.75,11.4,0.341754283,3.811166,1.029511,12.081499,12.173706,1.23038,6.612444,15.33
-78.695307,33.898084,21.5,400.7622,53.02,29.76,8.11,-0.627371913,3.009987,1.367902,12.44366,12.954986,2.272374,8.344133,16.51
-78.686974,33.857979,20.60000038,729.5656,54.09,22.71,12.54,-0.450893548,2.699631,1.369973,10.876151,14.657164,1.946016,10.155584,26.98
-78.653337,33.881672,20.20000076,932.1553,49.01,31.35,7.97,-0.698997945,2.583906,0.891212,11.338758,21.137707,2.057498,7.513496,25.85
-78.618543,33.897903,20.39999962,383.005,51.3,37.36,16.04,-0.411021147,2.267112,1.144019,11.887165,18.560325,2.320013,11.374589,13.95
-78.625374,33.867741,21,1233.465,57.03,41.5,5.15,-0.299026426,3.525737,0.696605,8.992645,15.991309,3.468586,11.49734,26.81
-78.602302,33.853564,20.5,405.9022,53.78,34.34,11.23,-0.215707313,3.161546,1.635821,11.42385,30.349358,1.753061,14.816958,23.93
-78.664496,33.832148,19.39999962,1107.388,49.18,43.07,6.54,-0.407047763,4.141109,2.12101,16.460668,42.951819,3.38623,29.77597,15.12
-78.700262,33.817123,21.10000038,1444.21,48.95,23.32,15.45,-0.346664272,3.766962,1.045404,12.238009,27.974766,2.040655,15.063894,41.79
-78.744362,33.793624,20.29999924,939.8763,54.25,29.42,16.73,-0.244840505,4.299331,1.825097,11.834148,28.959122,1.950366,12.583797,34.3
-78.864219,33.738204,20.60000038,807.2474,48.95,26.51,3.34,-0.849377074,4.765484,1.872859,11.052427,28.535907,0.995048,10.352827,26.22
-78.783313,33.772779,18.89999962,1019.054,48.15,38.94,11.41,-0.923354742,7.954939,1.377375,14.266306,50.3925,0.846354,16.393477,14.31
-78.808486,33.756861,19.39999962,1242.76,51.61,38.98,4.72,-0.616316031,6.734448,2.260454,20.755031,45.010369,1.893486,11.88495,9.69
-78.829259,33.743775,22.39999962,3341.779,52.56,18.99,21.34,0.028358854,5.369859,1.304617,10.797162,12.802871,0.378689,4.160263,49.48
-78.84363,33.732213,19.20000076,1507.406,53,28.38,7.34,-0.518704597,5.796926,2.349418,10.043828,31.579024,1.209352,8.984257,22.74
-78.866278,33.717433,23.10000038,1643.59,49.17,26.78,18.89,0.096419626,4.09454,1.657459,7.828073,24.123349,0.553929,8.326982,44.44
-78.889906,33.704174,21.20000076,2298.618,54.49,7.38,29.03,0.64637264,2.934508,1.246048,8.05306,32.182729,0.8449,8.133137,77.53
-78.888925,33.688914,22.70000076,2721.811,43.79,8.3,47.31,0.597493162,3.6821,2.140871,15.117539,45.670512,0.50353,13.876631,88.22
-78.91424,33.69249,23.5,1614.271,51.76,10.21,24.87,0.631112284,2.598605,0.701752,8.268399,26.409945,0.602034,6.956069,55.63
